src_ip,dst_ip,src_port,dst_port,packet_size,protocol_type,timestamp
203.0.113.4,10.0.0.1,57504,80,69,UDP,1.1962413268576109
203.0.113.2,10.0.0.1,25115,80,53,UDP,1.1979127213289669
203.0.113.5,10.0.0.1,21096,80,38,UDP,1.199308988897618
203.0.113.9,10.0.0.1,4589,80,52,UDP,1.199643892721004
203.0.113.8,10.0.0.1,18594,80,65,UDP,1.2007018002902297
203.0.113.3,10.0.0.1,30139,80,84,UDP,1.2012672323978353
203.0.113.2,10.0.0.1,23018,80,126,UDP,1.2024079349729837
203.0.113.4,10.0.0.1,24202,80,113,UDP,1.2036225314002036
203.0.113.2,10.0.0.1,39025,80,85,UDP,1.2043612685477685
203.0.113.2,10.0.0.1,4550,80,67,UDP,1.2049793226992547
203.0.113.7,10.0.0.1,3228,80,37,UDP,1.2051435084935835
203.0.113.3,10.0.0.1,40719,80,101,UDP,1.2054850108166981
203.0.113.3,10.0.0.1,37064,80,48,UDP,1.2060610834507675
203.0.113.6,10.0.0.1,10502,80,88,UDP,1.2066097713451749
203.0.113.3,10.0.0.1,54410,80,48,UDP,1.2072039884453696
203.0.113.4,10.0.0.1,30127,80,83,UDP,1.208303908238857
203.0.113.3,10.0.0.1,61176,80,43,UDP,1.209452442680883
203.0.113.5,10.0.0.1,22993,80,105,UDP,1.2097878795962194
203.0.113.2,10.0.0.1,12850,80,71,UDP,1.2116811797055553
203.0.113.2,10.0.0.1,55231,80,101,UDP,1.21339552399836
203.0.113.9,10.0.0.1,44249,80,91,UDP,1.2142529230288182
203.0.113.5,10.0.0.1,18090,80,85,UDP,1.2155800913214454
203.0.113.8,10.0.0.1,4536,80,99,UDP,1.216835052607227
203.0.113.4,10.0.0.1,45860,80,83,UDP,1.2174557137886715
203.0.113.8,10.0.0.1,1821,80,105,UDP,1.2178891414047968
203.0.113.8,10.0.0.1,47856,80,93,UDP,1.2186468503286656
203.0.113.2,10.0.0.1,41576,80,112,UDP,1.219164208405126
203.0.113.7,10.0.0.1,15157,80,46,UDP,1.2200783805060467
203.0.113.3,10.0.0.1,34812,80,92,UDP,1.2211105328776448
203.0.113.2,10.0.0.1,34184,80,64,UDP,1.2217762188826293
203.0.113.6,10.0.0.1,37721,80,71,UDP,1.2219631946681875
203.0.113.9,10.0.0.1,31573,80,111,UDP,1.2226624562042019
203.0.113.7,10.0.0.1,47332,80,69,UDP,1.2237179344323246
203.0.113.3,10.0.0.1,55646,80,70,UDP,1.2245506569953322
203.0.113.7,10.0.0.1,34646,80,52,UDP,1.2261997820558395
203.0.113.4,10.0.0.1,40558,80,43,UDP,1.2271623862724845
203.0.113.7,10.0.0.1,52887,80,93,UDP,1.2282554822807594
203.0.113.8,10.0.0.1,56312,80,122,UDP,1.228896295752887
203.0.113.8,10.0.0.1,29663,80,34,UDP,1.2303136517836508
203.0.113.2,10.0.0.1,9438,80,104,UDP,1.2304136517836508
203.0.113.3,10.0.0.1,15959,80,38,UDP,1.2315989553730398
203.0.113.9,10.0.0.1,41474,80,76,UDP,1.2322662134578974
203.0.113.2,10.0.0.1,28899,80,41,UDP,1.2326482417623041
203.0.113.8,10.0.0.1,30986,80,79,UDP,1.2338199905030338
203.0.113.8,10.0.0.1,49661,80,58,UDP,1.2346936917316904
203.0.113.9,10.0.0.1,41096,80,124,UDP,1.236120248359573
203.0.113.4,10.0.0.1,37611,80,73,UDP,1.2366536893097035
203.0.113.3,10.0.0.1,19283,80,72,UDP,1.237992026300187
203.0.113.8,10.0.0.1,17102,80,120,UDP,1.2392275652863727
203.0.113.9,10.0.0.1,61433,80,111,UDP,1.2396455143089105
203.0.113.6,10.0.0.1,40423,80,80,UDP,1.2404077374265934
203.0.113.4,10.0.0.1,7899,80,112,UDP,1.2417870008623269
203.0.113.5,10.0.0.1,25265,80,93,UDP,1.2435744892136937
203.0.113.3,10.0.0.1,63368,80,45,UDP,1.245036906251273
203.0.113.3,10.0.0.1,25847,80,96,UDP,1.2469739596184661
203.0.113.8,10.0.0.1,57295,80,34,UDP,1.2485815774992894
203.0.113.4,10.0.0.1,13633,80,57,UDP,1.2492519530389519
203.0.113.8,10.0.0.1,27037,80,109,UDP,1.2493519530389519
203.0.113.5,10.0.0.1,57246,80,49,UDP,1.250521053512702
203.0.113.7,10.0.0.1,35153,80,117,UDP,1.251865552766979
203.0.113.2,10.0.0.1,43083,80,93,UDP,1.2536183310932476
203.0.113.3,10.0.0.1,11094,80,59,UDP,1.2540096355814732
203.0.113.3,10.0.0.1,63706,80,46,UDP,1.2541096355814731
203.0.113.4,10.0.0.1,30688,80,83,UDP,1.2548929995618134
203.0.113.8,10.0.0.1,13108,80,126,UDP,1.2550933089751715
203.0.113.9,10.0.0.1,20018,80,81,UDP,1.255793183868329
203.0.113.4,10.0.0.1,7418,80,66,UDP,1.2564881682376878
203.0.113.6,10.0.0.1,55203,80,106,UDP,1.257567792060652
203.0.113.7,10.0.0.1,25749,80,34,UDP,1.2588974148769883
203.0.113.7,10.0.0.1,20663,80,40,UDP,1.260168870819469
203.0.113.1,10.0.0.1,11373,80,94,UDP,1.2607299648085177
203.0.113.2,10.0.0.1,30566,80,115,UDP,1.261845098967388
203.0.113.1,10.0.0.1,37652,80,35,UDP,1.261945098967388
203.0.113.6,10.0.0.1,29115,80,127,UDP,1.2629207328911134
203.0.113.2,10.0.0.1,61211,80,64,UDP,1.2653495296694024
203.0.113.5,10.0.0.1,46101,80,103,UDP,1.2672424164663632
203.0.113.3,10.0.0.1,7577,80,89,UDP,1.268651877736271
203.0.113.9,10.0.0.1,15686,80,34,UDP,1.2700288455325401
203.0.113.3,10.0.0.1,27668,80,115,UDP,1.2715303395439832
203.0.113.6,10.0.0.1,33711,80,47,UDP,1.272528687080502
203.0.113.8,10.0.0.1,18723,80,92,UDP,1.2728408610150599
203.0.113.2,10.0.0.1,14523,80,54,UDP,1.2752213405373158
203.0.113.8,10.0.0.1,3525,80,92,UDP,1.2757131955742451
203.0.113.7,10.0.0.1,30682,80,79,UDP,1.2758548902054747
203.0.113.8,10.0.0.1,21979,80,120,UDP,1.2771672888138894
203.0.113.8,10.0.0.1,60390,80,60,UDP,1.2782083906132142
203.0.113.1,10.0.0.1,43507,80,123,UDP,1.2785729529454046
203.0.113.1,10.0.0.1,43480,80,46,UDP,1.2803190371649504
203.0.113.6,10.0.0.1,19414,80,42,UDP,1.2809367319956282
203.0.113.6,10.0.0.1,25627,80,70,UDP,1.2820664852766772
203.0.113.7,10.0.0.1,52334,80,79,UDP,1.2827335943610396
203.0.113.3,10.0.0.1,1352,80,116,UDP,1.2835283189709563
203.0.113.6,10.0.0.1,43658,80,85,UDP,1.2845150350923036
203.0.113.2,10.0.0.1,15469,80,62,UDP,1.2856296834697887
203.0.113.9,10.0.0.1,6066,80,76,UDP,1.2870864708949787
203.0.113.3,10.0.0.1,48342,80,50,UDP,1.287755946258454
203.0.113.8,10.0.0.1,42990,80,72,UDP,1.2885405803195413
203.0.113.3,10.0.0.1,55090,80,127,UDP,1.2886405803195413
203.0.113.5,10.0.0.1,8254,80,52,UDP,1.289062729087709
203.0.113.6,10.0.0.1,22175,80,34,UDP,1.290422580115621
203.0.113.9,10.0.0.1,1177,80,126,UDP,1.2910177340144662
203.0.113.5,10.0.0.1,31972,80,82,UDP,1.29206754682414
203.0.113.1,10.0.0.1,59265,80,96,UDP,1.2935578881166025
203.0.113.8,10.0.0.1,59840,80,58,UDP,1.294536255467758
203.0.113.9,10.0.0.1,12359,80,86,UDP,1.2956527388250387
203.0.113.3,10.0.0.1,1234,80,118,UDP,1.2972068706394817
203.0.113.3,10.0.0.1,37058,80,78,UDP,1.2995364357710018
203.0.113.5,10.0.0.1,49240,80,126,UDP,1.2997619716138809
203.0.113.1,10.0.0.1,21371,80,81,UDP,1.3009909064676293
203.0.113.3,10.0.0.1,65508,80,53,UDP,1.3013473068141719
203.0.113.9,10.0.0.1,11722,80,72,UDP,1.3022265572859373
203.0.113.1,10.0.0.1,16687,80,79,UDP,1.3032110910997128
203.0.113.1,10.0.0.1,16316,80,87,UDP,1.3039385351820565
203.0.113.5,10.0.0.1,33506,80,50,UDP,1.3041224556654918
203.0.113.6,10.0.0.1,36971,80,85,UDP,1.3050577151408087
203.0.113.9,10.0.0.1,5179,80,114,UDP,1.3055521672813262
203.0.113.3,10.0.0.1,29004,80,90,UDP,1.3064932371686058
203.0.113.4,10.0.0.1,24985,80,82,UDP,1.3067492681276789
203.0.113.6,10.0.0.1,50014,80,52,UDP,1.3076498807729993
203.0.113.9,10.0.0.1,45037,80,119,UDP,1.3083329229020466
203.0.113.3,10.0.0.1,9912,80,115,UDP,1.3098775014362785
203.0.113.8,10.0.0.1,8164,80,55,UDP,1.3111613076684538
203.0.113.7,10.0.0.1,1920,80,51,UDP,1.3120741978410577
203.0.113.1,10.0.0.1,63716,80,76,UDP,1.3129481115830492
203.0.113.9,10.0.0.1,8698,80,32,UDP,1.3134585717095326
203.0.113.1,10.0.0.1,30441,80,77,UDP,1.3140829599434107
203.0.113.3,10.0.0.1,17977,80,50,UDP,1.3149798110071105
203.0.113.2,10.0.0.1,32217,80,100,UDP,1.3152593071031877
203.0.113.5,10.0.0.1,13147,80,83,UDP,1.3168395415907266
203.0.113.4,10.0.0.1,65459,80,66,UDP,1.3169395415907266
203.0.113.5,10.0.0.1,31780,80,106,UDP,1.3186479266610318
203.0.113.2,10.0.0.1,9888,80,61,UDP,1.3200300793450974
203.0.113.9,10.0.0.1,6956,80,61,UDP,1.3213100045511352
203.0.113.9,10.0.0.1,49106,80,61,UDP,1.3214100045511352
203.0.113.7,10.0.0.1,1189,80,65,UDP,1.3219495493283873
203.0.113.4,10.0.0.1,7101,80,126,UDP,1.3229269676564879
203.0.113.5,10.0.0.1,43421,80,32,UDP,1.3230269676564879
203.0.113.1,10.0.0.1,44227,80,38,UDP,1.3246745043722634
203.0.113.8,10.0.0.1,56604,80,123,UDP,1.3259972138598608
203.0.113.1,10.0.0.1,54027,80,95,UDP,1.3270435783450127
203.0.113.7,10.0.0.1,14336,80,114,UDP,1.3281799713726974
203.0.113.7,10.0.0.1,11153,80,49,UDP,1.3293425793896352
203.0.113.7,10.0.0.1,32396,80,39,UDP,1.3303066594209956
203.0.113.7,10.0.0.1,43702,80,114,UDP,1.3306816700541528
203.0.113.2,10.0.0.1,4429,80,76,UDP,1.3307816700541528
203.0.113.2,10.0.0.1,57419,80,65,UDP,1.3311646808040816
203.0.113.6,10.0.0.1,54863,80,114,UDP,1.331962143117208
203.0.113.7,10.0.0.1,49246,80,35,UDP,1.3330943957954409
203.0.113.7,10.0.0.1,62404,80,47,UDP,1.3341694784684546
203.0.113.5,10.0.0.1,63280,80,67,UDP,1.3359158430168272
203.0.113.4,10.0.0.1,20581,80,109,UDP,1.336548051046968
203.0.113.4,10.0.0.1,6896,80,37,UDP,1.3377978871559264
203.0.113.5,10.0.0.1,39306,80,125,UDP,1.33898190895037
203.0.113.5,10.0.0.1,29392,80,93,UDP,1.3402270287041413
203.0.113.7,10.0.0.1,42024,80,66,UDP,1.3417385013348144
203.0.113.5,10.0.0.1,2901,80,51,UDP,1.3432277250140514
203.0.113.7,10.0.0.1,2782,80,102,UDP,1.3446854786690778
203.0.113.3,10.0.0.1,27495,80,48,UDP,1.346027806296434
203.0.113.3,10.0.0.1,48411,80,128,UDP,1.3469306532527594
203.0.113.8,10.0.0.1,37423,80,107,UDP,1.3489182060750537
203.0.113.4,10.0.0.1,28613,80,54,UDP,1.3492839035468802
203.0.113.4,10.0.0.1,30065,80,45,UDP,1.3503851326960616
203.0.113.8,10.0.0.1,24995,80,113,UDP,1.352109542012784
203.0.113.5,10.0.0.1,50232,80,47,UDP,1.352757059234351
203.0.113.2,10.0.0.1,30930,80,88,UDP,1.353771824494359
203.0.113.1,10.0.0.1,21828,80,65,UDP,1.3558208797674558
203.0.113.4,10.0.0.1,35752,80,112,UDP,1.3565447310938636
203.0.113.5,10.0.0.1,21524,80,34,UDP,1.3577445811788562
203.0.113.4,10.0.0.1,31921,80,65,UDP,1.3590990707258668
203.0.113.2,10.0.0.1,31145,80,69,UDP,1.3605711615495788
203.0.113.8,10.0.0.1,33874,80,120,UDP,1.3617218433798792
203.0.113.1,10.0.0.1,39197,80,34,UDP,1.3625574859096754
203.0.113.5,10.0.0.1,26531,80,58,UDP,1.3636809283752243
203.0.113.1,10.0.0.1,58869,80,72,UDP,1.3655809655422022
203.0.113.9,10.0.0.1,47847,80,87,UDP,1.3666794443981567
203.0.113.7,10.0.0.1,18057,80,38,UDP,1.367650675123359
203.0.113.1,10.0.0.1,21577,80,63,UDP,1.368926652118993
203.0.113.4,10.0.0.1,56719,80,46,UDP,1.369506280684947
203.0.113.7,10.0.0.1,5819,80,58,UDP,1.3707297844370505
203.0.113.3,10.0.0.1,54174,80,96,UDP,1.3719227654547408
203.0.113.2,10.0.0.1,48902,80,73,UDP,1.3720227654547408
203.0.113.5,10.0.0.1,32875,80,108,UDP,1.3726328057368549
203.0.113.2,10.0.0.1,37108,80,128,UDP,1.373839581477397
203.0.113.6,10.0.0.1,64748,80,35,UDP,1.3749484770356133
203.0.113.1,10.0.0.1,23017,80,117,UDP,1.375861865120643
203.0.113.4,10.0.0.1,61536,80,70,UDP,1.3771004832671434
203.0.113.4,10.0.0.1,54787,80,81,UDP,1.3782020860510644
203.0.113.1,10.0.0.1,45110,80,52,UDP,1.3787035769810483
203.0.113.8,10.0.0.1,30646,80,108,UDP,1.379670365771759
203.0.113.2,10.0.0.1,55682,80,43,UDP,1.381210481964322
203.0.113.8,10.0.0.1,39954,80,73,UDP,1.3820632428583917
203.0.113.8,10.0.0.1,47731,80,112,UDP,1.3822101941171343
203.0.113.4,10.0.0.1,28537,80,45,UDP,1.383334368760551
203.0.113.5,10.0.0.1,18053,80,113,UDP,1.3845454011182272
203.0.113.3,10.0.0.1,33965,80,99,UDP,1.3847739092322837
203.0.113.4,10.0.0.1,35623,80,116,UDP,1.3850478175407905
203.0.113.3,10.0.0.1,62584,80,52,UDP,1.3865883597793085
203.0.113.3,10.0.0.1,48098,80,107,UDP,1.3876360619030355
203.0.113.2,10.0.0.1,58903,80,34,UDP,1.3892866308444618
203.0.113.1,10.0.0.1,57771,80,120,UDP,1.390606235439435
203.0.113.9,10.0.0.1,26868,80,117,UDP,1.3915578135075275
203.0.113.6,10.0.0.1,34517,80,94,UDP,1.3923712653339124
203.0.113.1,10.0.0.1,29725,80,51,UDP,1.3925048428313935
203.0.113.6,10.0.0.1,60227,80,67,UDP,1.3936391509290909
203.0.113.2,10.0.0.1,40296,80,36,UDP,1.3953613673585281
203.0.113.1,10.0.0.1,60669,80,48,UDP,1.3971785517132205
203.0.113.9,10.0.0.1,4750,80,84,UDP,1.3989827232116991
203.0.113.6,10.0.0.1,5502,80,33,UDP,1.3992386647340054
203.0.113.3,10.0.0.1,35503,80,124,UDP,1.4003754874726333
203.0.113.6,10.0.0.1,1869,80,64,UDP,1.4013164300432406
203.0.113.8,10.0.0.1,63717,80,46,UDP,1.4026414700830723
203.0.113.5,10.0.0.1,25892,80,42,UDP,1.4038649514237929
203.0.113.3,10.0.0.1,2160,80,126,UDP,1.4060296100960106
203.0.113.6,10.0.0.1,7210,80,41,UDP,1.4071779660106045
203.0.113.7,10.0.0.1,6660,80,79,UDP,1.4074119128238747
203.0.113.4,10.0.0.1,38864,80,79,UDP,1.4086705229732452
203.0.113.1,10.0.0.1,39802,80,77,UDP,1.4096085746211915
203.0.113.6,10.0.0.1,48202,80,98,UDP,1.4103737290887703
203.0.113.1,10.0.0.1,60372,80,91,UDP,1.4116326839715536
203.0.113.5,10.0.0.1,55079,80,75,UDP,1.4134769183477398
203.0.113.7,10.0.0.1,23230,80,61,UDP,1.414680096743902
203.0.113.9,10.0.0.1,5626,80,106,UDP,1.4157291974949886
203.0.113.3,10.0.0.1,30041,80,46,UDP,1.416385905970781
203.0.113.1,10.0.0.1,65385,80,41,UDP,1.4176522353817034
203.0.113.3,10.0.0.1,23952,80,37,UDP,1.4197716674838863
203.0.113.2,10.0.0.1,36532,80,121,UDP,1.420775503061462
203.0.113.1,10.0.0.1,11154,80,74,UDP,1.4216774319672878
203.0.113.5,10.0.0.1,19269,80,91,UDP,1.4232073274561514
203.0.113.2,10.0.0.1,39017,80,52,UDP,1.4243636730654365
203.0.113.7,10.0.0.1,48465,80,92,UDP,1.42523791265813
203.0.113.1,10.0.0.1,19946,80,102,UDP,1.4263538335510049
203.0.113.6,10.0.0.1,31068,80,84,UDP,1.4268160858881196
203.0.113.2,10.0.0.1,61861,80,100,UDP,1.42797881083065
203.0.113.3,10.0.0.1,5458,80,100,UDP,1.4297984111862627
203.0.113.3,10.0.0.1,41687,80,64,UDP,1.4313849814904822
203.0.113.4,10.0.0.1,64570,80,81,UDP,1.4320262820214185
203.0.113.9,10.0.0.1,40642,80,32,UDP,1.4327465208357963
203.0.113.7,10.0.0.1,36924,80,105,UDP,1.4331004398506932
203.0.113.5,10.0.0.1,32983,80,122,UDP,1.4349848341378284
203.0.113.1,10.0.0.1,55965,80,126,UDP,1.4357414980024923
203.0.113.4,10.0.0.1,29305,80,86,UDP,1.437186967342061
203.0.113.7,10.0.0.1,44564,80,78,UDP,1.4377927784074673
203.0.113.9,10.0.0.1,42775,80,100,UDP,1.4387369157700725
203.0.113.7,10.0.0.1,4704,80,48,UDP,1.4396985100613653
203.0.113.9,10.0.0.1,3861,80,112,UDP,1.4399694729347188
203.0.113.3,10.0.0.1,15992,80,44,UDP,1.4410788484163173
203.0.113.8,10.0.0.1,13832,80,106,UDP,1.4418292460236986
203.0.113.2,10.0.0.1,23712,80,112,UDP,1.4420964800590577
203.0.113.2,10.0.0.1,25567,80,70,UDP,1.4430910931484244
203.0.113.8,10.0.0.1,40838,80,92,UDP,1.4437811344173632
203.0.113.6,10.0.0.1,7597,80,58,UDP,1.4452965288330346
203.0.113.5,10.0.0.1,58741,80,86,UDP,1.4463085960390671
203.0.113.9,10.0.0.1,15133,80,122,UDP,1.4473208090215846
203.0.113.5,10.0.0.1,58680,80,86,UDP,1.4483345650466648
203.0.113.7,10.0.0.1,16897,80,100,UDP,1.4492834135100818
203.0.113.7,10.0.0.1,15306,80,61,UDP,1.4500674743254949
203.0.113.1,10.0.0.1,34885,80,77,UDP,1.4511449406858143
203.0.113.3,10.0.0.1,37112,80,117,UDP,1.4520748478194843
203.0.113.1,10.0.0.1,30936,80,83,UDP,1.4537801281450737
203.0.113.9,10.0.0.1,10417,80,128,UDP,1.4539444733708546
203.0.113.2,10.0.0.1,39470,80,75,UDP,1.4546931769894806
203.0.113.5,10.0.0.1,22255,80,33,UDP,1.456297074228555
203.0.113.9,10.0.0.1,48167,80,124,UDP,1.458141652534435
203.0.113.8,10.0.0.1,2874,80,80,UDP,1.458844721474405
203.0.113.5,10.0.0.1,50784,80,48,UDP,1.4603764630469378
203.0.113.6,10.0.0.1,58597,80,101,UDP,1.4618445707151515
203.0.113.8,10.0.0.1,23549,80,78,UDP,1.4619445707151515
203.0.113.5,10.0.0.1,31131,80,103,UDP,1.4637288206121166
203.0.113.3,10.0.0.1,64328,80,117,UDP,1.4643289848687606
203.0.113.7,10.0.0.1,21290,80,47,UDP,1.4649806746458192
203.0.113.4,10.0.0.1,26444,80,70,UDP,1.4659407129903008
203.0.113.2,10.0.0.1,37677,80,93,UDP,1.4672953517497533
203.0.113.8,10.0.0.1,41972,80,38,UDP,1.4685830287059847
203.0.113.4,10.0.0.1,11790,80,39,UDP,1.470210066130345
203.0.113.1,10.0.0.1,39495,80,122,UDP,1.4714265968128037
203.0.113.9,10.0.0.1,2978,80,82,UDP,1.4725588228725848
203.0.113.1,10.0.0.1,23406,80,50,UDP,1.4734375094973466
203.0.113.1,10.0.0.1,13788,80,124,UDP,1.474895040632516
203.0.113.5,10.0.0.1,1278,80,32,UDP,1.475529256263781
203.0.113.7,10.0.0.1,30064,80,53,UDP,1.4761980436011166
203.0.113.5,10.0.0.1,31935,80,72,UDP,1.4779116694810113
203.0.113.2,10.0.0.1,19750,80,103,UDP,1.4793420260975148
203.0.113.3,10.0.0.1,61551,80,122,UDP,1.4807862783866663
203.0.113.2,10.0.0.1,4060,80,125,UDP,1.4821521542541272
203.0.113.6,10.0.0.1,17088,80,65,UDP,1.483051402440391
203.0.113.9,10.0.0.1,47715,80,112,UDP,1.4839203150373197
203.0.113.6,10.0.0.1,4187,80,99,UDP,1.4851517850118574
203.0.113.8,10.0.0.1,25281,80,50,UDP,1.4854882706457144
203.0.113.3,10.0.0.1,1343,80,81,UDP,1.4866670546376035
203.0.113.4,10.0.0.1,24554,80,46,UDP,1.4883895662211606
203.0.113.1,10.0.0.1,41603,80,100,UDP,1.488529898112022
203.0.113.8,10.0.0.1,30354,80,102,UDP,1.4889014388766628
203.0.113.2,10.0.0.1,10582,80,118,UDP,1.4897823646969808
203.0.113.1,10.0.0.1,8925,80,35,UDP,1.4902257629280191
203.0.113.8,10.0.0.1,51928,80,45,UDP,1.490325762928019
203.0.113.6,10.0.0.1,33520,80,42,UDP,1.4919089933109255
203.0.113.7,10.0.0.1,26977,80,121,UDP,1.492498354220304
203.0.113.3,10.0.0.1,30144,80,98,UDP,1.4929292447456304
203.0.113.5,10.0.0.1,32528,80,97,UDP,1.494219147731972
203.0.113.6,10.0.0.1,61833,80,90,UDP,1.4949145935937185
203.0.113.8,10.0.0.1,16191,80,97,UDP,1.4959401726458725
203.0.113.8,10.0.0.1,57353,80,114,UDP,1.4973753817863948
203.0.113.6,10.0.0.1,1786,80,128,UDP,1.4987376510980732
203.0.113.2,10.0.0.1,35282,80,99,UDP,1.4993177853064215
203.0.113.6,10.0.0.1,13076,80,110,UDP,1.5008284109726158
203.0.113.2,10.0.0.1,64857,80,36,UDP,1.5009284109726158
203.0.113.3,10.0.0.1,14461,80,106,UDP,1.5018434691136398
203.0.113.7,10.0.0.1,6285,80,81,UDP,1.50261262751817
203.0.113.7,10.0.0.1,57253,80,84,UDP,1.5035519979211458
203.0.113.5,10.0.0.1,33644,80,62,UDP,1.5050780725424935
203.0.113.3,10.0.0.1,1615,80,76,UDP,1.5061198951431358
203.0.113.5,10.0.0.1,41616,80,109,UDP,1.506570190147716
203.0.113.6,10.0.0.1,64752,80,100,UDP,1.5077144767945385
203.0.113.2,10.0.0.1,12809,80,35,UDP,1.5082326881622372
203.0.113.8,10.0.0.1,53516,80,62,UDP,1.5083326881622372
203.0.113.8,10.0.0.1,15730,80,92,UDP,1.5089273070791462
203.0.113.1,10.0.0.1,4076,80,108,UDP,1.5101049453546003
203.0.113.9,10.0.0.1,54543,80,119,UDP,1.5117801929212755
203.0.113.8,10.0.0.1,8852,80,84,UDP,1.5133055086155462
203.0.113.3,10.0.0.1,27090,80,82,UDP,1.5142930287353327
203.0.113.3,10.0.0.1,29219,80,127,UDP,1.515203863254143
203.0.113.1,10.0.0.1,63233,80,99,UDP,1.5153740517286611
203.0.113.8,10.0.0.1,54920,80,57,UDP,1.5157998772432737
203.0.113.5,10.0.0.1,56435,80,43,UDP,1.5160647309962931
203.0.113.2,10.0.0.1,2477,80,89,UDP,1.5165758440305517
203.0.113.1,10.0.0.1,25150,80,77,UDP,1.5183928577825576
203.0.113.9,10.0.0.1,53577,80,75,UDP,1.519199953783709
203.0.113.1,10.0.0.1,60244,80,78,UDP,1.519965298756542
203.0.113.9,10.0.0.1,4690,80,63,UDP,1.5208470503087268
203.0.113.7,10.0.0.1,59078,80,117,UDP,1.5212736419585546
203.0.113.5,10.0.0.1,51353,80,35,UDP,1.5214469518645017
203.0.113.5,10.0.0.1,11118,80,103,UDP,1.5225042563941333
203.0.113.7,10.0.0.1,48679,80,97,UDP,1.5246863014079821
203.0.113.3,10.0.0.1,31868,80,73,UDP,1.5261304418721988
203.0.113.8,10.0.0.1,53143,80,78,UDP,1.5267200861025032
203.0.113.2,10.0.0.1,28483,80,109,UDP,1.5276771440632309
203.0.113.2,10.0.0.1,5828,80,109,UDP,1.5287429563743093
203.0.113.6,10.0.0.1,51141,80,100,UDP,1.5291690787054835
203.0.113.5,10.0.0.1,62618,80,67,UDP,1.5304652252569586
203.0.113.4,10.0.0.1,63403,80,107,UDP,1.5311552931045984
203.0.113.1,10.0.0.1,33935,80,44,UDP,1.5327210485390026
203.0.113.1,10.0.0.1,35005,80,33,UDP,1.5331568561647793
203.0.113.4,10.0.0.1,7767,80,48,UDP,1.5346539488871689
203.0.113.8,10.0.0.1,16364,80,69,UDP,1.5352229858214694
203.0.113.8,10.0.0.1,36900,80,84,UDP,1.535392115049179
203.0.113.3,10.0.0.1,41959,80,87,UDP,1.537151813621168
203.0.113.1,10.0.0.1,47543,80,102,UDP,1.538410233359173
203.0.113.5,10.0.0.1,1739,80,64,UDP,1.5398872624753706
203.0.113.6,10.0.0.1,36720,80,60,UDP,1.5400442506574887
203.0.113.3,10.0.0.1,61760,80,85,UDP,1.5413198393330632
203.0.113.3,10.0.0.1,30975,80,94,UDP,1.5425075004367201
203.0.113.4,10.0.0.1,29036,80,75,UDP,1.5433334890849035
203.0.113.6,10.0.0.1,24843,80,69,UDP,1.5448074934084486
203.0.113.5,10.0.0.1,17131,80,45,UDP,1.5464844015224266
203.0.113.8,10.0.0.1,63168,80,34,UDP,1.547591130996972
203.0.113.7,10.0.0.1,57945,80,74,UDP,1.5489542226058104
203.0.113.7,10.0.0.1,32890,80,121,UDP,1.5496565197856629
203.0.113.8,10.0.0.1,23686,80,114,UDP,1.550499334998328
203.0.113.3,10.0.0.1,55484,80,58,UDP,1.5517880735703822
203.0.113.5,10.0.0.1,18081,80,45,UDP,1.5523935273947291
203.0.113.8,10.0.0.1,30370,80,112,UDP,1.5536469854219663
203.0.113.7,10.0.0.1,7746,80,106,UDP,1.5554232745594514
203.0.113.6,10.0.0.1,5542,80,100,UDP,1.5557861303157967
203.0.113.9,10.0.0.1,31498,80,47,UDP,1.556970882291116
203.0.113.5,10.0.0.1,45034,80,48,UDP,1.5584969895956575
203.0.113.7,10.0.0.1,10787,80,124,UDP,1.5599503321355346
203.0.113.6,10.0.0.1,14534,80,55,UDP,1.5610244296606333
203.0.113.2,10.0.0.1,52999,80,122,UDP,1.5615669758878856
203.0.113.8,10.0.0.1,14232,80,44,UDP,1.5624961876393035
203.0.113.9,10.0.0.1,13349,80,43,UDP,1.5638311616376728
203.0.113.2,10.0.0.1,10416,80,117,UDP,1.5643000560577918
203.0.113.9,10.0.0.1,17108,80,57,UDP,1.5648019980547332
203.0.113.1,10.0.0.1,14754,80,35,UDP,1.5650074965440055
203.0.113.8,10.0.0.1,33326,80,112,UDP,1.5656073510809938
203.0.113.1,10.0.0.1,44109,80,73,UDP,1.5660492821352985
203.0.113.7,10.0.0.1,55044,80,71,UDP,1.5667895318706067
203.0.113.2,10.0.0.1,13620,80,39,UDP,1.569083486372482
203.0.113.4,10.0.0.1,10140,80,119,UDP,1.5699600655966481
203.0.113.2,10.0.0.1,52945,80,126,UDP,1.5708374991005771
203.0.113.9,10.0.0.1,17509,80,71,UDP,1.5721758924744378
203.0.113.6,10.0.0.1,9533,80,88,UDP,1.5745289220640928
203.0.113.4,10.0.0.1,61396,80,75,UDP,1.5759851364657658
203.0.113.5,10.0.0.1,42458,80,79,UDP,1.5766737499117391
203.0.113.6,10.0.0.1,20170,80,61,UDP,1.5777953536780736
203.0.113.9,10.0.0.1,16057,80,102,UDP,1.5793731894690375
203.0.113.8,10.0.0.1,1551,80,115,UDP,1.580369013776275
203.0.113.8,10.0.0.1,16458,80,112,UDP,1.5818275220050682
203.0.113.2,10.0.0.1,26026,80,127,UDP,1.582169432796199
203.0.113.2,10.0.0.1,7252,80,54,UDP,1.5840168840398985
